OBJECTID,x,y,pick_up
855,447500,4435500,0.1111111111111111
856,448500,4435500,0.0
857,449500,4435500,0.013888888888888888
858,450500,4435500,0.044444444444444446
859,451500,4435500,0.11666666666666667
860,452500,4435500,0.125
861,453500,4435500,0.0
862,454500,4435500,0.0
863,455500,4435500,0.02631578947368421
864,456500,4435500,0.0
865,457500,4435500,0.0
866,458500,4435500,0.0
867,459500,4435500,0.0
868,460500,4435500,0.0
869,461500,4435500,0.0
870,462500,4435500,0.0
871,433500,4436500,0.0
872,434500,4436500,0.14285714285714285
873,435500,4436500,0.15
874,436500,4436500,0.0
875,437500,4436500,0.25
876,438500,4436500,0.05555555555555555
877,439500,4436500,0.0
878,440500,4436500,0.0
879,441500,4436500,0.07291666666666667
880,442500,4436500,0.05
881,443500,4436500,0.016129032258064516
882,444500,4436500,0.03333333333333333
883,445500,4436500,0.06976744186046512
884,446500,4436500,0.4594594594594595
885,447500,4436500,0.0
886,448500,4436500,0.0
887,449500,4436500,0.02459016393442623
888,450500,4436500,0.09523809523809523
889,451500,4436500,0.014084507042253521
890,452500,4436500,0.025
891,453500,4436500,0.0
892,454500,4436500,0.0
893,455500,4436500,0.0
894,456500,4436500,0.0
895,457500,4436500,0.4444444444444444
896,458500,4436500,0.0
897,459500,4436500,0.02127659574468085
898,460500,4436500,0.0
899,461500,4436500,0.0
900,462500,4436500,0.0
